Likely true (according to Katie Pearson)?,candidate record citation,candidate query,candidate record reference,accession,specimen_voucher,definition,derived_from,OBI specimen
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]9030[^0-9]"" | grep ""Angelica""",https://cch2.org/portal/collections/individual/index.php?occid=166204,https://www.ncbi.nlm.nih.gov/nuccore/MT735454,Tracey & V. Call 2071 (OBI09030),"Angelica hendersonii voucher Tracey & V. Call 2071 (OBI09030) internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2247556-L2247609,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]9030[^0-9]"" | grep ""Angelica""",https://cch2.org/portal/collections/individual/index.php?occid=166204,https://www.ncbi.nlm.nih.gov/nuccore/MT765781,Tracey & V. Call 2071 (OBI09030),"Angelica hendersonii Tracey & V. Call 2071 (OBI09030) ndhF-rpl32 intergenic spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2924897-L2924954,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]9030[^0-9]"" | grep ""Angelica""",https://cch2.org/portal/collections/individual/index.php?occid=166204,https://www.ncbi.nlm.nih.gov/nuccore/MT765974,Tracey & V. Call 2071 (OBI09030),"Angelica hendersonii Tracey & V. Call 2071 (OBI09030) tRNA-Asp (trnD-GUC), tRNA-Tyr (trnY-GUA), tRNA-Glu (trnE-UUC), and tRNA-Thr (trnT-GGU) genes, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2938677-L2938792,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]9030[^0-9]"" | grep ""Angelica""",https://cch2.org/portal/collections/individual/index.php?occid=166204,https://www.ncbi.nlm.nih.gov/nuccore/MT766139,Tracey & V. Call 2071 (OBI09030),"Angelica hendersonii Tracey & V. Call 2071 (OBI09030) rpl32-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2955697-L2955753,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]9030[^0-9]"" | grep ""Angelica""",https://cch2.org/portal/collections/individual/index.php?occid=166204,https://www.ncbi.nlm.nih.gov/nuccore/MT735454,Tracey & V. Call 2071 (OBI09030),"Angelica hendersonii voucher Tracey & V. Call 2071 (OBI09030) internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2247556-L2247609,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]9030[^0-9]"" | grep ""Angelica""",https://cch2.org/portal/collections/individual/index.php?occid=166204,https://www.ncbi.nlm.nih.gov/nuccore/MT765781,Tracey & V. Call 2071 (OBI09030),"Angelica hendersonii Tracey & V. Call 2071 (OBI09030) ndhF-rpl32 intergenic spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2924897-L2924954,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]9030[^0-9]"" | grep ""Angelica""",https://cch2.org/portal/collections/individual/index.php?occid=166204,https://www.ncbi.nlm.nih.gov/nuccore/MT765974,Tracey & V. Call 2071 (OBI09030),"Angelica hendersonii Tracey & V. Call 2071 (OBI09030) tRNA-Asp (trnD-GUC), tRNA-Tyr (trnY-GUA), tRNA-Glu (trnE-UUC), and tRNA-Thr (trnT-GGU) genes, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2938677-L2938792,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]9030[^0-9]"" | grep ""Angelica""",https://cch2.org/portal/collections/individual/index.php?occid=166204,https://www.ncbi.nlm.nih.gov/nuccore/MT766139,Tracey & V. Call 2071 (OBI09030),"Angelica hendersonii Tracey & V. Call 2071 (OBI09030) rpl32-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2955697-L2955753,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166209,https://www.ncbi.nlm.nih.gov/nuccore/MT735448,Tracey & V. Call 2321 (OBI09033),"Angelica lineariloba voucher Tracey & V. Call 2321 (OBI09033) internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2247232-L2247285,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166209,https://www.ncbi.nlm.nih.gov/nuccore/MT765844,Tracey & V. Call 2321 (OBI09033),"Angelica lineariloba Tracey & V. Call 2321 (OBI09033) ndhF-rpl32 intergenic spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2928549-L2928606,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166209,https://www.ncbi.nlm.nih.gov/nuccore/MT766023,Tracey & V. Call 2321 (OBI09033),"Angelica lineariloba Tracey & V. Call 2321 (OBI09033) tRNA-Asp (trnD-GUC), tRNA-Tyr (trnY-GUA), tRNA-Glu (trnE-UUC), and tRNA-Thr (trnT-GGU) genes, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2944348-L2944463,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166209,https://www.ncbi.nlm.nih.gov/nuccore/MT766159,Tracey & V. Call 2321 (OBI09033),"Angelica lineariloba Tracey & V. Call 2321 (OBI09033) rpl32-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2956823-L2956876,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166209,https://www.ncbi.nlm.nih.gov/nuccore/MT735448,Tracey & V. Call 2321 (OBI09033),"Angelica lineariloba voucher Tracey & V. Call 2321 (OBI09033) internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2247232-L2247285,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166209,https://www.ncbi.nlm.nih.gov/nuccore/MT765844,Tracey & V. Call 2321 (OBI09033),"Angelica lineariloba Tracey & V. Call 2321 (OBI09033) ndhF-rpl32 intergenic spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2928549-L2928606,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166209,https://www.ncbi.nlm.nih.gov/nuccore/MT766023,Tracey & V. Call 2321 (OBI09033),"Angelica lineariloba Tracey & V. Call 2321 (OBI09033) tRNA-Asp (trnD-GUC), tRNA-Tyr (trnY-GUA), tRNA-Glu (trnE-UUC), and tRNA-Thr (trnT-GGU) genes, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2944348-L2944463,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166209,https://www.ncbi.nlm.nih.gov/nuccore/MT766159,Tracey & V. Call 2321 (OBI09033),"Angelica lineariloba Tracey & V. Call 2321 (OBI09033) rpl32-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2956823-L2956876,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166203,https://www.ncbi.nlm.nih.gov/nuccore/MT735455,Tracey & V. Call 2490 (OBI09031),"Angelica hendersonii voucher Tracey & V. Call 2490 (OBI09031) internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2247610-L2247663,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166203,https://www.ncbi.nlm.nih.gov/nuccore/MT765790,Tracey & V. Call 2490 (OBI09031),"Angelica hendersonii Tracey & V. Call 2490 (OBI09031) ndhF-rpl32 intergenic spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2925418-L2925475,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166203,https://www.ncbi.nlm.nih.gov/nuccore/MT765975,Tracey & V. Call 2490 (OBI09031),"Angelica hendersonii Tracey & V. Call 2490 (OBI09031) tRNA-Asp (trnD-GUC), tRNA-Tyr (trnY-GUA), tRNA-Glu (trnE-UUC), and tRNA-Thr (trnT-GGU) genes, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2938793-L2938908,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166203,https://www.ncbi.nlm.nih.gov/nuccore/MT766140,Tracey & V. Call 2490 (OBI09031),"Angelica hendersonii Tracey & V. Call 2490 (OBI09031) rpl32-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2955754-L2955810,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166203,https://www.ncbi.nlm.nih.gov/nuccore/MT735455,Tracey & V. Call 2490 (OBI09031),"Angelica hendersonii voucher Tracey & V. Call 2490 (OBI09031) internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2247610-L2247663,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166203,https://www.ncbi.nlm.nih.gov/nuccore/MT765790,Tracey & V. Call 2490 (OBI09031),"Angelica hendersonii Tracey & V. Call 2490 (OBI09031) ndhF-rpl32 intergenic spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2925418-L2925475,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166203,https://www.ncbi.nlm.nih.gov/nuccore/MT765975,Tracey & V. Call 2490 (OBI09031),"Angelica hendersonii Tracey & V. Call 2490 (OBI09031) tRNA-Asp (trnD-GUC), tRNA-Tyr (trnY-GUA), tRNA-Glu (trnE-UUC), and tRNA-Thr (trnT-GGU) genes, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2938793-L2938908,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""9033"")'",https://cch2.org/portal/collections/individual/index.php?occid=166203,https://www.ncbi.nlm.nih.gov/nuccore/MT766140,Tracey & V. Call 2490 (OBI09031),"Angelica hendersonii Tracey & V. Call 2490 (OBI09031) rpl32-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2955754-L2955810,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""81640"")'",https://cch2.org/portal/collections/individual/index.php?occid=211800,https://www.ncbi.nlm.nih.gov/nuccore/MT735480,Tracey & V. Call 2507 (OBI081640),"Angelica lucida voucher Tracey & V. Call 2507 (OBI081640) internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2248969-L2249022,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""81640"")'",https://cch2.org/portal/collections/individual/index.php?occid=211800,https://www.ncbi.nlm.nih.gov/nuccore/MT765854,Tracey & V. Call 2507 (OBI081640),"Angelica lucida Tracey & V. Call 2507 (OBI081640) ndhF-rpl32 intergenic spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2929126-L2929182,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""81640"")'",https://cch2.org/portal/collections/individual/index.php?occid=211800,https://www.ncbi.nlm.nih.gov/nuccore/MT766050,Tracey & V. Call 2507 (OBI081640),"Angelica lucida Tracey & V. Call 2507 (OBI081640) tRNA-Asp (trnD-GUC), tRNA-Tyr (trnY-GUA), tRNA-Glu (trnE-UUC), and tRNA-Thr (trnT-GGU) genes, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2947473-L2947587,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""81640"")'",https://cch2.org/portal/collections/individual/index.php?occid=211800,https://www.ncbi.nlm.nih.gov/nuccore/MT766205,Tracey & V. Call 2507 (OBI081640),"Angelica lucida Tracey & V. Call 2507 (OBI081640) rpl32-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2959441-L2959497,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""81640"")'",https://cch2.org/portal/collections/individual/index.php?occid=211800,https://www.ncbi.nlm.nih.gov/nuccore/MT735480,Tracey & V. Call 2507 (OBI081640),"Angelica lucida voucher Tracey & V. Call 2507 (OBI081640) internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2248969-L2249022,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/ON159793,SAV:423OBI,"Alyssum wulfenianum subsp. ovirense voucher SAV:423OBI clone allele1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/7af7685865450e6721f9b1892f2b829c5aef89300c8ce7aeb6db31e049246a18!/L5055774-L5055827,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""81640"")'",https://cch2.org/portal/collections/individual/index.php?occid=211800,https://www.ncbi.nlm.nih.gov/nuccore/MT765854,Tracey & V. Call 2507 (OBI081640),"Angelica lucida Tracey & V. Call 2507 (OBI081640) ndhF-rpl32 intergenic spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2929126-L2929182,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""81640"")'",https://cch2.org/portal/collections/individual/index.php?occid=211800,https://www.ncbi.nlm.nih.gov/nuccore/MT766050,Tracey & V. Call 2507 (OBI081640),"Angelica lucida Tracey & V. Call 2507 (OBI081640) tRNA-Asp (trnD-GUC), tRNA-Tyr (trnY-GUA), tRNA-Glu (trnE-UUC), and tRNA-Thr (trnT-GGU) genes, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2947473-L2947587,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""81640"")'",https://cch2.org/portal/collections/individual/index.php?occid=211800,https://www.ncbi.nlm.nih.gov/nuccore/MT766205,Tracey & V. Call 2507 (OBI081640),"Angelica lucida Tracey & V. Call 2507 (OBI081640) rpl32-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2959441-L2959497,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/JX122673,OBI,"Origanum majorana voucher OBI 1-deoxy-D-xylulose-5-phosphate synthase (DXS) gene, partial cds.",https://linker.bio/line:gz:hash://sha256/025fa542c660f0fb06b7a97b3046c90020f4f1de851d5fe0c8be60a45dc4bbff!/L7343064-L7343123,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/JX162832,OBI,"Origanum majorana voucher OBI clone 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/025fa542c660f0fb06b7a97b3046c90020f4f1de851d5fe0c8be60a45dc4bbff!/L7943765-L7943821,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/JX162833,OBI,"Origanum majorana voucher OBI clone 2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/025fa542c660f0fb06b7a97b3046c90020f4f1de851d5fe0c8be60a45dc4bbff!/L7943822-L7943878,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/JX162834,OBI,"Origanum majorana voucher OBI clone 3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/025fa542c660f0fb06b7a97b3046c90020f4f1de851d5fe0c8be60a45dc4bbff!/L7943879-L7943935,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/JX162835,OBI,"Origanum majorana voucher OBI clone 4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/025fa542c660f0fb06b7a97b3046c90020f4f1de851d5fe0c8be60a45dc4bbff!/L7943936-L7943992,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/JX162836,OBI,"Origanum majorana voucher OBI clone 5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/025fa542c660f0fb06b7a97b3046c90020f4f1de851d5fe0c8be60a45dc4bbff!/L7943993-L7944049,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/JX162837,OBI,"Origanum majorana voucher OBI clone 6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/025fa542c660f0fb06b7a97b3046c90020f4f1de851d5fe0c8be60a45dc4bbff!/L7944050-L7944106,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/JX162838,OBI,"Origanum majorana voucher OBI clone 7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/025fa542c660f0fb06b7a97b3046c90020f4f1de851d5fe0c8be60a45dc4bbff!/L7944107-L7944163,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/JX162839,OBI,"Origanum majorana voucher OBI clone 8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/025fa542c660f0fb06b7a97b3046c90020f4f1de851d5fe0c8be60a45dc4bbff!/L7944164-L7944220,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/JX162840,OBI,"Origanum majorana voucher OBI clone 9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/025fa542c660f0fb06b7a97b3046c90020f4f1de851d5fe0c8be60a45dc4bbff!/L7944221-L7944277,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/JX162841,OBI,"Origanum majorana voucher OBI clone 10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/025fa542c660f0fb06b7a97b3046c90020f4f1de851d5fe0c8be60a45dc4bbff!/L7944278-L7944334,
